member_id,first_name,last_name,email,phone,date_of_birth,gender,join_date,membership_type,membership_status,fitness_goal,height_cm,weight_kg,emergency_contact
MEM000778,Linda,Thomas,member778@fitnesshub.com,+1-555-506-9005,2005-12-20,Female,2021-05-16,Senior,Active,Athletic Performance,188.8,119.4,+1-555-786-2468
MEM000779,Carol,Harris,member779@fitnesshub.com,+1-555-381-8292,1978-12-27,Female,2024-05-11,Basic,Active,Weight Loss,154.1,84.2,+1-555-784-9351
MEM000780,Donna,Torres,member780@fitnesshub.com,+1-555-686-8856,2006-12-20,Female,2021-04-05,Basic,Inactive,Muscle Gain,169.2,120.0,+1-555-819-8105
MEM000781,William,Miller,member781@fitnesshub.com,+1-555-433-2040,1971-12-29,Other,2021-09-03,Senior,Active,Athletic Performance,190.6,51.4,+1-555-669-9788
MEM000782,Kimberly,Young,member782@fitnesshub.com,+1-555-165-9501,1957-01-01,Other,2024-05-23,Senior,Active,Muscle Gain,198.3,112.8,+1-555-285-3948
MEM000783,Mark,Lee,member783@fitnesshub.com,+1-555-225-1641,1972-12-28,Male,2020-01-11,Senior,Active,Muscle Gain,154.4,68.0,+1-555-871-1573
MEM000784,Steven,Martin,member784@fitnesshub.com,+1-555-472-9919,2000-12-21,Male,2020-06-22,Student,Active,Muscle Gain,165.0,116.2,+1-555-631-5807
MEM000785,Mark,Rodriguez,member785@fitnesshub.com,+1-555-690-9035,1973-12-28,Other,2023-09-11,Elite,Inactive,General Fitness,180.3,85.7,+1-555-804-2622
MEM000786,John,Thomas,member786@fitnesshub.com,+1-555-137-4081,1956-01-02,Male,2023-09-19,Elite,Active,Muscle Gain,180.1,65.1,+1-555-467-5544
MEM000787,Michelle,Ramirez,member787@fitnesshub.com,+1-555-176-5177,1961-12-31,Female,2020-09-20,Student,Active,Athletic Performance,172.8,116.1,+1-555-792-7968
MEM000788,Paul,Wilson,member788@fitnesshub.com,+1-555-172-5413,1998-12-22,Other,2023-11-23,Premium,Active,Health Maintenance,182.9,107.4,+1-555-719-3687
MEM000789,Barbara,Lee,member789@fitnesshub.com,+1-555-906-8104,1956-01-02,Female,2022-05-09,Basic,Inactive,Muscle Gain,153.9,58.7,+1-555-212-9984
MEM000790,Nancy,Garcia,member790@fitnesshub.com,+1-555-471-6464,2003-12-21,Female,2022-04-13,Premium,Active,General Fitness,150.5,76.4,+1-555-327-7203
MEM000791,Linda,Lopez,member791@fitnesshub.com,+1-555-639-6022,1958-01-01,Other,2020-08-03,Student,Active,Health Maintenance,167.4,90.1,+1-555-388-5440
MEM000792,Patricia,Hernandez,member792@fitnesshub.com,+1-555-425-7382,2001-12-21,Male,2023-05-29,Elite,Inactive,Health Maintenance,179.7,109.5,+1-555-588-3090
MEM000793,Amanda,Allen,member793@fitnesshub.com,+1-555-830-3547,2007-12-20,Other,2021-06-14,Premium,Active,Athletic Performance,178.4,68.7,+1-555-842-7064
MEM000794,Jessica,Hill,member794@fitnesshub.com,+1-555-528-8500,1959-01-01,Male,2023-12-19,Student,Active,Athletic Performance,175.1,69.3,+1-555-538-9529
MEM000795,Joseph,Martin,member795@fitnesshub.com,+1-555-750-2424,1952-01-03,Female,2024-01-11,Student,Active,Weight Loss,181.7,55.4,+1-555-345-2534
MEM000796,Patricia,Garcia,member796@fitnesshub.com,+1-555-861-5683,1971-12-29,Other,2020-12-04,Student,Active,Athletic Performance,183.9,115.3,+1-555-239-8858
MEM000797,Amanda,Wright,member797@fitnesshub.com,+1-555-814-3042,1975-12-28,Female,2022-10-16,Basic,Inactive,Muscle Gain,195.5,102.2,+1-555-831-7962
MEM000798,Deborah,Thompson,member798@fitnesshub.com,+1-555-350-9652,1973-12-28,Other,2023-12-09,Senior,Active,Health Maintenance,172.4,61.8,+1-555-882-9577
MEM000799,Robert,White,member799@fitnesshub.com,+1-555-959-3184,1996-12-22,Other,2021-04-05,Elite,Active,Athletic Performance,174.8,61.9,+1-555-215-6537
MEM000800,Paul,Davis,member800@fitnesshub.com,+1-555-397-5901,1992-12-23,Female,2023-10-22,Elite,Active,Muscle Gain,150.1,94.2,+1-555-503-4562
MEM000801,Steven,Williams,member801@fitnesshub.com,+1-555-574-8999,1966-12-30,Male,2021-09-16,Elite,Active,Health Maintenance,173.0,70.9,+1-555-209-1084
MEM000802,Edward,Lopez,member802@fitnesshub.com,+1-555-511-6808,1952-01-03,Male,2021-12-17,Basic,Active,Athletic Performance,159.9,87.0,+1-555-257-7729
MEM000803,James,Martinez,member803@fitnesshub.com,+1-555-887-5098,1976-12-27,Male,2020-09-10,Student,Active,General Fitness,165.0,80.0,+1-555-286-9788
MEM000804,Michael,Lewis,member804@fitnesshub.com,+1-555-772-8198,1990-12-24,Male,2024-07-20,Premium,Active,Athletic Performance,150.3,111.9,+1-555-826-4251
MEM000805,Charles,Williams,member805@fitnesshub.com,+1-555-236-7464,1995-12-23,Female,2020-08-14,Elite,Active,Muscle Gain,183.3,116.4,+1-555-781-5354
MEM000806,Ashley,Scott,member806@fitnesshub.com,+1-555-607-3087,1981-12-26,Female,2020-08-31,Student,Inactive,Athletic Performance,156.6,117.0,+1-555-911-1346
MEM000807,Daniel,Allen,member807@fitnesshub.com,+1-555-113-4874,1998-12-22,Male,2020-09-15,Elite,Active,Health Maintenance,186.9,80.4,+1-555-396-5623
MEM000808,Margaret,Thomas,member808@fitnesshub.com,+1-555-732-3498,2002-12-21,Other,2022-09-22,Senior,Active,Muscle Gain,164.1,58.1,+1-555-369-5052
MEM000809,Margaret,Gonzalez,member809@fitnesshub.com,+1-555-585-2688,1956-01-02,Other,2023-09-26,Senior,Inactive,Muscle Gain,159.4,109.8,+1-555-744-3436
MEM000810,William,Sanchez,member810@fitnesshub.com,+1-555-139-5486,2000-12-21,Male,2021-04-14,Premium,Active,Weight Loss,180.8,56.4,+1-555-152-7231
MEM000811,Karen,Anderson,member811@fitnesshub.com,+1-555-327-6507,1974-12-28,Female,2022-04-14,Student,Active,Health Maintenance,171.4,53.6,+1-555-212-5411
MEM000812,Daniel,Clark,member812@fitnesshub.com,+1-555-352-6240,1990-12-24,Male,2022-01-14,Premium,Active,Weight Loss,152.6,102.1,+1-555-317-5674
MEM000813,Joshua,Miller,member813@fitnesshub.com,+1-555-541-4028,1990-12-24,Female,2022-08-24,Student,Active,General Fitness,165.2,56.8,+1-555-113-3134
MEM000814,Deborah,White,member814@fitnesshub.com,+1-555-860-9664,1984-12-25,Other,2021-11-09,Elite,Active,General Fitness,160.5,76.9,+1-555-208-3137
MEM000815,Joshua,Davis,member815@fitnesshub.com,+1-555-142-4120,1960-12-31,Male,2023-07-13,Student,Active,Weight Loss,197.1,93.3,+1-555-408-8769
MEM000816,Paul,Martinez,member816@fitnesshub.com,+1-555-144-3094,1995-12-23,Male,2024-04-07,Student,Inactive,General Fitness,194.6,103.2,+1-555-966-6690
MEM000817,Kevin,Davis,member817@fitnesshub.com,+1-555-546-2109,1979-12-27,Female,2022-01-19,Student,Inactive,Health Maintenance,189.5,61.7,+1-555-380-3112
MEM000818,Andrew,Brown,member818@fitnesshub.com,+1-555-913-4116,2005-12-20,Other,2021-08-16,Student,Inactive,Health Maintenance,193.5,118.0,+1-555-269-8172
MEM000819,Matthew,Scott,member819@fitnesshub.com,+1-555-898-7393,1975-12-28,Female,2024-03-17,Senior,Active,Muscle Gain,159.2,61.2,+1-555-323-1145
MEM000820,Steven,Robinson,member820@fitnesshub.com,+1-555-615-9602,1958-01-01,Female,2024-12-05,Elite,Active,General Fitness,185.4,88.7,+1-555-275-4668
MEM000821,Jessica,Jackson,member821@fitnesshub.com,+1-555-140-3427,1973-12-28,Female,2020-04-03,Premium,Active,Weight Loss,182.1,67.4,+1-555-943-4440
MEM000822,James,Thompson,member822@fitnesshub.com,+1-555-747-7047,2000-12-21,Female,2022-12-30,Basic,Inactive,General Fitness,186.1,78.6,+1-555-726-5831
MEM000823,Kevin,Smith,member823@fitnesshub.com,+1-555-943-6824,2004-12-20,Male,2021-10-26,Elite,Active,General Fitness,198.6,87.6,+1-555-988-2743
MEM000824,George,Harris,member824@fitnesshub.com,+1-555-769-5216,1960-12-31,Other,2024-01-19,Senior,Inactive,Muscle Gain,190.8,65.4,+1-555-375-4341
MEM000825,Betty,Martinez,member825@fitnesshub.com,+1-555-556-4796,1967-12-30,Other,2023-04-06,Student,Active,Muscle Gain,195.1,56.6,+1-555-285-8526
MEM000826,Elizabeth,Gonzalez,member826@fitnesshub.com,+1-555-683-9036,1956-01-02,Other,2021-01-13,Premium,Active,Weight Loss,165.5,112.0,+1-555-937-7458
MEM000827,Richard,Jones,member827@fitnesshub.com,+1-555-246-2180,1969-12-29,Female,2023-11-08,Premium,Inactive,Athletic Performance,155.0,86.9,+1-555-844-1193
MEM000828,Matthew,Harris,member828@fitnesshub.com,+1-555-121-2802,2001-12-21,Male,2023-05-20,Basic,Active,Muscle Gain,188.5,68.7,+1-555-742-1221
MEM000829,Michael,Wright,member829@fitnesshub.com,+1-555-853-6544,2007-12-20,Other,2024-06-10,Basic,Active,Muscle Gain,174.0,89.4,+1-555-554-3672
MEM000830,Donald,Martinez,member830@fitnesshub.com,+1-555-349-1915,1986-12-25,Other,2021-09-21,Elite,Inactive,Weight Loss,151.1,53.1,+1-555-657-5861
MEM000831,Anthony,Martinez,member831@fitnesshub.com,+1-555-101-4675,1975-12-28,Male,2020-07-29,Premium,Active,Athletic Performance,157.4,95.9,+1-555-331-7303
MEM000832,Melissa,Davis,member832@fitnesshub.com,+1-555-603-3778,1952-01-03,Male,2023-11-07,Premium,Active,General Fitness,167.9,93.1,+1-555-221-6906
MEM000833,John,Hill,member833@fitnesshub.com,+1-555-254-3917,1951-01-03,Female,2020-06-22,Senior,Active,Health Maintenance,159.1,79.8,+1-555-783-5940
MEM000834,Charles,Thompson,member834@fitnesshub.com,+1-555-996-2702,1956-01-02,Female,2023-07-03,Student,Active,General Fitness,190.5,99.8,+1-555-178-1035
MEM000835,Carol,Martinez,member835@fitnesshub.com,+1-555-427-3421,1998-12-22,Female,2024-10-30,Student,Inactive,Weight Loss,155.7,79.9,+1-555-844-5562
MEM000836,Christopher,Rodriguez,member836@fitnesshub.com,+1-555-286-7308,2002-12-21,Female,2020-10-23,Elite,Inactive,Athletic Performance,174.1,118.1,+1-555-716-6463
MEM000837,Carol,Thomas,member837@fitnesshub.com,+1-555-492-7859,1957-01-01,Other,2020-10-10,Student,Inactive,Health Maintenance,174.6,87.5,+1-555-335-7301
MEM000838,Melissa,Clark,member838@fitnesshub.com,+1-555-639-4593,1970-12-29,Other,2020-06-20,Basic,Active,General Fitness,150.1,119.6,+1-555-117-6937
MEM000839,William,Davis,member839@fitnesshub.com,+1-555-161-6723,1977-12-27,Female,2023-02-17,Premium,Active,Athletic Performance,157.2,109.7,+1-555-531-4973
MEM000840,Joseph,Brown,member840@fitnesshub.com,+1-555-864-3257,1956-01-02,Male,2021-03-07,Premium,Active,Weight Loss,184.8,79.7,+1-555-155-2736
MEM000841,Robert,Walker,member841@fitnesshub.com,+1-555-957-3591,1970-12-29,Male,2023-09-19,Premium,Active,Muscle Gain,153.9,55.4,+1-555-682-7823
MEM000842,Elizabeth,Walker,member842@fitnesshub.com,+1-555-861-3295,1960-01-01,Other,2020-11-02,Senior,Active,Athletic Performance,170.6,73.6,+1-555-900-1216
MEM000843,Barbara,Brown,member843@fitnesshub.com,+1-555-757-1526,2000-12-21,Other,2021-08-10,Premium,Inactive,Muscle Gain,150.5,108.3,+1-555-796-8443
MEM000844,Thomas,Torres,member844@fitnesshub.com,+1-555-613-6014,1962-12-31,Other,2023-02-08,Premium,Active,Muscle Gain,163.6,56.4,+1-555-486-3050
MEM000845,Betty,Flores,member845@fitnesshub.com,+1-555-157-4586,1994-12-23,Female,2024-03-01,Premium,Inactive,Health Maintenance,192.1,107.2,+1-555-579-8821
MEM000846,Carol,Sanchez,member846@fitnesshub.com,+1-555-947-7233,1966-12-30,Male,2021-10-03,Basic,Active,Athletic Performance,159.7,57.6,+1-555-179-6942
MEM000847,Nancy,Johnson,member847@fitnesshub.com,+1-555-345-5623,1959-01-01,Male,2023-05-20,Senior,Active,Weight Loss,160.6,50.8,+1-555-416-4075
MEM000848,Kevin,Williams,member848@fitnesshub.com,+1-555-346-5410,1995-12-23,Male,2023-02-03,Senior,Inactive,Weight Loss,178.2,105.3,+1-555-146-1787
MEM000849,Karen,Smith,member849@fitnesshub.com,+1-555-465-5626,2002-12-21,Female,2021-10-06,Senior,Active,General Fitness,187.6,100.8,+1-555-232-2595
MEM000850,Deborah,Allen,member850@fitnesshub.com,+1-555-203-9227,1981-12-26,Male,2021-11-09,Basic,Inactive,Athletic Performance,173.8,110.8,+1-555-138-5753
MEM000851,Amanda,Robinson,member851@fitnesshub.com,+1-555-180-2528,1998-12-22,Other,2020-11-26,Premium,Active,Muscle Gain,188.4,61.3,+1-555-613-9459
MEM000852,Carol,King,member852@fitnesshub.com,+1-555-887-6593,1969-12-29,Female,2024-02-01,Premium,Active,General Fitness,168.0,109.9,+1-555-541-1655
MEM000853,Amanda,Harris,member853@fitnesshub.com,+1-555-344-4421,1959-01-01,Other,2023-12-30,Senior,Active,Muscle Gain,178.3,119.6,+1-555-199-1244
MEM000854,Karen,Scott,member854@fitnesshub.com,+1-555-988-2428,1959-01-01,Female,2020-10-19,Basic,Inactive,General Fitness,158.5,70.7,+1-555-169-5589
MEM000855,Daniel,Garcia,member855@fitnesshub.com,+1-555-172-3935,1984-12-25,Other,2023-03-26,Student,Active,Athletic Performance,198.9,103.4,+1-555-552-3301
MEM000856,Ashley,Williams,member856@fitnesshub.com,+1-555-472-5696,1971-12-29,Female,2020-09-10,Student,Inactive,Muscle Gain,172.0,85.9,+1-555-739-6138
MEM000857,Amanda,Clark,member857@fitnesshub.com,+1-555-618-8374,2002-12-21,Female,2022-02-04,Basic,Inactive,Weight Loss,187.1,67.1,+1-555-940-1130
MEM000858,Michael,Jackson,member858@fitnesshub.com,+1-555-484-3592,1954-01-02,Other,2020-11-12,Student,Active,Muscle Gain,169.4,82.4,+1-555-195-6716
MEM000859,Carol,Wright,member859@fitnesshub.com,+1-555-937-8616,1978-12-27,Male,2022-08-12,Basic,Active,Weight Loss,195.9,114.6,+1-555-886-8096
MEM000860,Nancy,Jones,member860@fitnesshub.com,+1-555-424-6610,1982-12-26,Other,2021-02-12,Student,Active,Athletic Performance,155.7,81.8,+1-555-658-3551
MEM000861,Kevin,Wilson,member861@fitnesshub.com,+1-555-427-1513,1998-12-22,Other,2022-08-20,Student,Active,General Fitness,189.5,118.5,+1-555-318-1886
MEM000862,Mary,Ramirez,member862@fitnesshub.com,+1-555-376-5129,1953-01-02,Other,2021-03-09,Premium,Active,Muscle Gain,153.5,78.4,+1-555-405-8396
MEM000863,Kimberly,Wilson,member863@fitnesshub.com,+1-555-785-5250,1981-12-26,Male,2024-11-19,Basic,Active,Athletic Performance,167.1,102.7,+1-555-268-4253
MEM000864,Donald,Walker,member864@fitnesshub.com,+1-555-648-3632,1981-12-26,Other,2021-12-16,Student,Active,Health Maintenance,169.5,50.7,+1-555-901-4253
MEM000865,Brian,Nguyen,member865@fitnesshub.com,+1-555-731-3369,1961-12-31,Female,2020-06-08,Elite,Active,Muscle Gain,194.8,115.4,+1-555-611-6184
MEM000866,Amanda,Clark,member866@fitnesshub.com,+1-555-369-9531,1958-01-01,Other,2020-08-20,Basic,Inactive,Muscle Gain,181.7,94.7,+1-555-692-2596
MEM000867,Deborah,Gonzalez,member867@fitnesshub.com,+1-555-530-9947,1994-12-23,Male,2020-03-15,Senior,Active,Muscle Gain,167.4,116.7,+1-555-795-1235
MEM000868,Lisa,Johnson,member868@fitnesshub.com,+1-555-409-6029,1956-01-02,Other,2022-01-28,Basic,Inactive,Athletic Performance,170.7,74.6,+1-555-948-9887
MEM000869,Nancy,Davis,member869@fitnesshub.com,+1-555-280-8517,1974-12-28,Female,2022-05-22,Elite,Active,Health Maintenance,179.7,88.0,+1-555-490-5669
MEM000870,George,Ramirez,member870@fitnesshub.com,+1-555-749-5640,1965-12-30,Other,2024-09-26,Senior,Active,Weight Loss,190.3,57.3,+1-555-765-1269
MEM000871,Michael,Young,member871@fitnesshub.com,+1-555-867-9924,1981-12-26,Male,2023-06-16,Student,Inactive,Health Maintenance,190.3,96.7,+1-555-972-7891
MEM000872,Sandra,Scott,member872@fitnesshub.com,+1-555-490-2875,1993-12-23,Male,2021-03-09,Student,Active,General Fitness,198.4,114.0,+1-555-522-7484
MEM000873,Joseph,Allen,member873@fitnesshub.com,+1-555-390-5384,1984-12-25,Other,2020-01-16,Elite,Active,Athletic Performance,183.7,50.3,+1-555-524-1535
MEM000874,Barbara,White,member874@fitnesshub.com,+1-555-960-9502,2006-12-20,Other,2020-02-01,Senior,Active,General Fitness,158.5,90.1,+1-555-540-4962
MEM000875,Richard,Flores,member875@fitnesshub.com,+1-555-759-7444,1982-12-26,Male,2023-02-12,Senior,Active,Muscle Gain,197.0,77.3,+1-555-845-3846
MEM000876,Christopher,King,member876@fitnesshub.com,+1-555-262-8166,1951-01-03,Male,2022-04-05,Basic,Active,Health Maintenance,155.9,90.4,+1-555-501-5263
MEM000877,David,Lee,member877@fitnesshub.com,+1-555-308-2527,1972-12-28,Male,2024-09-10,Basic,Active,Weight Loss,181.4,91.5,+1-555-128-9907
MEM000878,Matthew,Johnson,member878@fitnesshub.com,+1-555-860-3138,1971-12-29,Female,2020-06-10,Elite,Active,Muscle Gain,182.6,65.5,+1-555-298-9772
MEM000879,Edward,Harris,member879@fitnesshub.com,+1-555-888-5267,1992-12-23,Other,2024-09-17,Basic,Active,Weight Loss,196.7,93.9,+1-555-753-2694
MEM000880,Joshua,Davis,member880@fitnesshub.com,+1-555-209-3323,1978-12-27,Female,2020-08-15,Elite,Active,Weight Loss,153.9,109.1,+1-555-958-4407
MEM000881,Ashley,Johnson,member881@fitnesshub.com,+1-555-523-2205,2001-12-21,Female,2022-03-11,Basic,Active,Athletic Performance,168.8,72.0,+1-555-561-3639
MEM000882,James,Lopez,member882@fitnesshub.com,+1-555-775-1515,1988-12-24,Male,2021-01-03,Elite,Active,Athletic Performance,199.7,92.0,+1-555-105-3595
MEM000883,Thomas,Davis,member883@fitnesshub.com,+1-555-297-1484,1960-12-31,Other,2022-12-04,Basic,Inactive,Health Maintenance,188.0,65.1,+1-555-473-2880
MEM000884,Christopher,Rodriguez,member884@fitnesshub.com,+1-555-325-2367,2006-12-20,Other,2021-03-20,Premium,Active,General Fitness,174.1,116.7,+1-555-456-5822
MEM000885,Ashley,Ramirez,member885@fitnesshub.com,+1-555-624-7552,1960-12-31,Male,2022-08-14,Elite,Active,Muscle Gain,184.4,112.1,+1-555-387-7436
MEM000886,Donna,Martin,member886@fitnesshub.com,+1-555-269-4372,1970-12-29,Other,2020-07-29,Student,Active,Athletic Performance,171.2,102.3,+1-555-935-6222
MEM000887,Joshua,Harris,member887@fitnesshub.com,+1-555-539-4272,2001-12-21,Other,2023-06-29,Elite,Active,Weight Loss,172.5,112.3,+1-555-623-5146
MEM000888,Charles,Hill,member888@fitnesshub.com,+1-555-946-9691,1981-12-26,Female,2023-04-16,Student,Active,Weight Loss,159.0,72.6,+1-555-909-4046
MEM000889,Robert,Wilson,member889@fitnesshub.com,+1-555-772-7089,1992-12-23,Female,2022-01-02,Premium,Active,Weight Loss,150.5,98.2,+1-555-834-6388
MEM000890,Andrew,Lee,member890@fitnesshub.com,+1-555-338-2085,1978-12-27,Female,2021-03-13,Elite,Inactive,Muscle Gain,176.4,57.2,+1-555-384-2225
MEM000891,Carol,Clark,member891@fitnesshub.com,+1-555-798-8130,1951-01-03,Female,2023-03-21,Elite,Active,Muscle Gain,152.5,84.6,+1-555-147-5496
MEM000892,Linda,Lewis,member892@fitnesshub.com,+1-555-275-6355,2000-12-21,Other,2022-05-12,Student,Active,Health Maintenance,151.1,51.2,+1-555-902-1076
MEM000893,William,Sanchez,member893@fitnesshub.com,+1-555-137-9740,1989-12-24,Other,2022-08-03,Basic,Active,Weight Loss,153.5,56.7,+1-555-921-7800
MEM000894,Sarah,Lee,member894@fitnesshub.com,+1-555-871-6665,1988-12-24,Female,2024-01-21,Basic,Inactive,General Fitness,174.7,53.3,+1-555-405-8447
MEM000895,Carol,Davis,member895@fitnesshub.com,+1-555-963-7126,1954-01-02,Other,2022-10-07,Basic,Active,Muscle Gain,152.4,50.7,+1-555-207-6289
MEM000896,Edward,Ramirez,member896@fitnesshub.com,+1-555-331-3788,1963-12-31,Male,2024-10-30,Premium,Active,Health Maintenance,199.5,115.4,+1-555-988-1860
MEM000897,John,Davis,member897@fitnesshub.com,+1-555-149-5985,1952-01-03,Male,2021-06-15,Elite,Active,Health Maintenance,189.6,76.6,+1-555-815-3790
MEM000898,Sandra,Davis,member898@fitnesshub.com,+1-555-229-6231,1970-12-29,Male,2020-10-09,Senior,Active,Athletic Performance,183.4,86.5,+1-555-346-8830
MEM000899,Sarah,Lee,member899@fitnesshub.com,+1-555-891-8908,1976-12-27,Male,2023-09-16,Basic,Active,General Fitness,185.6,74.7,+1-555-955-4971
MEM000900,Deborah,Wilson,member900@fitnesshub.com,+1-555-811-2278,1966-12-30,Male,2023-09-12,Student,Active,Muscle Gain,150.7,65.1,+1-555-938-7308
MEM000901,Michael,Perez,member901@fitnesshub.com,+1-555-313-9644,1976-12-27,Other,2021-01-19,Elite,Active,Athletic Performance,182.8,109.3,+1-555-208-3130
MEM000902,Matthew,Lewis,member902@fitnesshub.com,+1-555-988-9412,1984-12-25,Male,2021-03-24,Student,Active,Weight Loss,163.9,61.5,+1-555-414-2672
MEM000903,Michael,Davis,member903@fitnesshub.com,+1-555-346-1271,1978-12-27,Female,2020-10-28,Premium,Active,Weight Loss,173.8,87.2,+1-555-460-5351
MEM000904,Jennifer,Thompson,member904@fitnesshub.com,+1-555-541-4474,1972-12-28,Male,2020-08-30,Student,Inactive,Athletic Performance,175.4,53.7,+1-555-379-7058
MEM000905,Carol,Harris,member905@fitnesshub.com,+1-555-849-7923,2004-12-20,Male,2020-07-19,Elite,Active,Athletic Performance,158.8,69.3,+1-555-722-9087
MEM000906,Michael,Brown,member906@fitnesshub.com,+1-555-761-5078,1980-12-26,Male,2022-11-28,Premium,Active,Weight Loss,194.8,90.3,+1-555-344-2078
MEM000907,Sarah,Anderson,member907@fitnesshub.com,+1-555-735-7628,2001-12-21,Female,2022-12-25,Student,Active,Muscle Gain,186.7,111.6,+1-555-374-9112
MEM000908,Susan,Thompson,member908@fitnesshub.com,+1-555-752-5718,1997-12-22,Other,2021-02-25,Senior,Active,Weight Loss,154.7,85.2,+1-555-817-8811
MEM000909,George,Thomas,member909@fitnesshub.com,+1-555-274-6162,1988-12-24,Other,2024-02-22,Basic,Active,Muscle Gain,166.6,81.9,+1-555-113-8775
MEM000910,Mary,Lopez,member910@fitnesshub.com,+1-555-370-2261,1986-12-25,Male,2022-05-26,Basic,Inactive,General Fitness,198.5,90.8,+1-555-600-5055
MEM000911,John,Johnson,member911@fitnesshub.com,+1-555-680-5762,2000-12-21,Male,2022-08-25,Senior,Inactive,Muscle Gain,187.7,104.3,+1-555-202-5990
MEM000912,Nancy,Lewis,member912@fitnesshub.com,+1-555-602-6747,1960-12-31,Other,2024-07-04,Elite,Inactive,General Fitness,168.2,50.9,+1-555-461-5933
MEM000913,Kimberly,Hill,member913@fitnesshub.com,+1-555-595-2847,1986-12-25,Female,2023-12-25,Senior,Active,Muscle Gain,198.9,109.9,+1-555-775-3320
MEM000914,Mary,Thomas,member914@fitnesshub.com,+1-555-691-8056,1976-12-27,Female,2022-01-01,Premium,Active,Muscle Gain,196.0,76.4,+1-555-210-5487
MEM000915,Amanda,Wright,member915@fitnesshub.com,+1-555-560-9632,1967-12-30,Male,2024-12-01,Elite,Active,General Fitness,169.6,79.2,+1-555-382-6067
MEM000916,Donna,King,member916@fitnesshub.com,+1-555-818-6624,2005-12-20,Other,2021-01-25,Basic,Active,Athletic Performance,178.3,105.5,+1-555-455-5725
